Date,Tweet
5/26/2022 22:18,"@fordnation is having a rally in #Hamilton tonight!! He told us all to come!! 
But apparently SOME of us aren’t all… https://t.co/zY9juZEXNV"
5/26/2022 22:18,"@tonytardio ""Returns to court in December"" WTF?
The dog should be in jail yesterday, and where is the media ""discus… https://t.co/WSgI2zo9Tk"
5/26/2022 22:18,RT @LucyGoBag: That is half of my primary school. #Racism
5/26/2022 22:17,RT @STVASTG: The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. B…
5/26/2022 22:17,"It’s time for the #USGovernment &amp; other #WesternDemocracies to shut down #4chan, and similar organizing sights for… https://t.co/YrWG2EznY1"
5/26/2022 22:17,RT @STVASTG: The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. B…
5/26/2022 22:17,RT @STVASTG: The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. B…
5/26/2022 22:16,RT @STVASTG: The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. B…
5/26/2022 22:16,"RT @TudorChick1501: ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his poc…"
5/26/2022 22:15,RT @STVASTG: The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. B…
5/26/2022 22:15,@DrTareceJohnson Look at all that respect 🙄 #hypocrisy #Disgraceful #rude #racism #gwinnettisfailingthisiswhy https://t.co/9sqVJpIhwJ
5/26/2022 22:15,@esaagar Well yeah. Every time an ethnic kid causes a problem they have to “stand down” thanks to media/propaganda… https://t.co/fqXXIdUfXY
5/26/2022 22:14,"RT @expendablemudge: Never forget the role of #RacismInTech in the #BuffaloMassacre.
ALGORITHMS OF OPPRESSION details #racism in #BigTech &amp;…"
5/26/2022 22:12,Racism is alive and well in the legal profession in Canada. No province or territory is immune. Most racism is cove… https://t.co/nB9cFdzrHE
5/26/2022 22:11,#Police have been given too much power if they can stand guard for a shooter to mass kill in an elementary school a… https://t.co/7MkU1NMaIo
5/26/2022 22:10,"RT @SiljaJATalvi: The #Dutch government will now recognize cases of institutional #racism in taxation, making clear that the impact has bee…"
5/26/2022 22:08,"RT @MCRSociology: The next event from @MUARG1 is:

Conversations on Urban Ageing &amp; Structural Racism

📅 3pm, 7 June 2022 (online)

Atiha Ch…"
5/26/2022 22:07,"RT @TransPrideScot: Follow @bayohjustice @justice4sheku @aameranwar

#blacklivesmatter #blacktranslivesmatter #shekubayohinquiry #shekubayo…"
5/26/2022 22:07,"#Blackpeople we ain't #racist:
Also them:
#NativeAmericans
#BlackLivesMatter #Blm #BlackOwned #BlackOwnedBusiness… https://t.co/TTymRfoRmg"
5/26/2022 22:07,"RT @sreeja_natesan: .@MacEmerg Virtual Regional Rounds: #DEI in #MedEd: Being an #upstander!

👀We need to be on a lookout for #bias, #micro…"
5/26/2022 22:02,"RT @GedGrebby: Pleasure to meet Sophie and her dad Carl at the @SRTRC_England @ManUtd event this week. 
Sophie had been subject to #racism…"
5/26/2022 22:01,"Bombshell Referral network:
America can you handle the Truth?
Black don’t crack; don’t believe it!!

Please follow… https://t.co/5e6HPFdOky"
5/26/2022 21:58,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:58,"RT @kk131066: #Biden's unity with #GQP that made #racism the norm reaffirmed that #WhiteSupremacy is above the law

Subsequent events confi…"
5/26/2022 21:55,#Racism #Nationalism ‘Quebec moves to protect French language and restrict use of English’ https://t.co/YhseWK1yHE
5/26/2022 21:54,RT @deAdder: Thoughts and prayers.  #shooting #Buffalo #BuffaloStrong #racism https://t.co/YNGtJekRWB
5/26/2022 21:53,RT @deAdder: Thoughts and prayers.  #shooting #Buffalo #BuffaloStrong #racism https://t.co/3xANJtRYnf
5/26/2022 21:53,"If you're brown or black in England, Canada, America etc and you 'stood with Ukraine' you have to understand this i… https://t.co/Bz0QU47Crp"
5/26/2022 21:52,RT @arleneqperez: Think it would have been different if it didn’t involve latino children. Think parents that looked different would have b…
5/26/2022 21:52,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 21:52,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:51,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:51,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:51,RT @LucyGoBag: That is half of my primary school. #Racism
5/26/2022 21:50,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:49,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:49,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:48,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:47,"RT @TudorChick1501: ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his poc…"
5/26/2022 21:47,RT @Jliffe: @JENGbA @DavidLammy @david_conn @simonisrael @CrimeandJustice #racism is alive and kicking in the courts in Manchester. I witne…
5/26/2022 21:47,"RT @SiljaJATalvi: The #Dutch government will now recognize cases of institutional #racism in taxation, making clear that the impact has bee…"
5/26/2022 21:47,"RT @TudorChick1501: ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his poc…"
5/26/2022 21:46,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 21:45,"RT @_daSilvaJR: Are you working on a paper on #InternationalSecurity and #Racism?

@NawalAbu_72 and I are organizing an #ISA2023 Panel. Joi…"
5/26/2022 21:44,RT @gareth_hollyman: @mikewhoatv In two phrases ‘wild animal’ &amp; ‘gang attack’ Mr Afriyie has conveyed a more powerful message about racism…
5/26/2022 21:44,That is half of my primary school. #Racism https://t.co/uXm1PY3ZfZ
5/26/2022 21:42,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:41,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:40,"RT @_daSilvaJR: Are you working on a paper on #InternationalSecurity and #Racism?

@NawalAbu_72 and I are organizing an #ISA2023 Panel. Joi…"
5/26/2022 21:40,"RT @TravellerRacism: This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that are…"
5/26/2022 21:40,RT @Jliffe: @JENGbA @DavidLammy @david_conn @simonisrael @CrimeandJustice #racism is alive and kicking in the courts in Manchester. I witne…
5/26/2022 21:40,"RT @_daSilvaJR: Are you working on a paper on #InternationalSecurity and #Racism?

@NawalAbu_72 and I are organizing an #ISA2023 Panel. Joi…"
5/26/2022 21:39,@JENGbA @DavidLammy @david_conn @simonisrael @CrimeandJustice #racism is alive and kicking in the courts in Manches… https://t.co/ke5BTJbzPi
5/26/2022 21:39,@zoo_bear @instagram @metaindia #Hate and #Racism fuel their #Islamophobia against Indian #Muslim's.
5/26/2022 21:38,"This is the original al @pontins Traveller/Romany surname blacklist, one of which is my own. Racist policies that a… https://t.co/Ok1ugRJJHB"
5/26/2022 21:38,"Are you working on a paper on #InternationalSecurity and #Racism?

@NawalAbu_72 and I are organizing an #ISA2023 Pa… https://t.co/CbI8l1PiKS"
5/26/2022 21:37,RT @TheeDavidAlex_x: The world is almost at a tipping point in 7 years it will not have the same face. Human greed and hate will ravage thi…
5/26/2022 21:36,RT @fadergator: Who's doing research on this war on social-emotional learning? Can you help us understand what's behind it? Is it about tea…
5/26/2022 21:35,Who's doing research on this war on social-emotional learning? Can you help us understand what's behind it? Is it a… https://t.co/jAdYIG7IaM
5/26/2022 21:30,RT @arleneqperez: Think it would have been different if it didn’t involve latino children. Think parents that looked different would have b…
5/26/2022 21:30,Mf try to fix #racism  with this cookie 😂 shit look nasty https://t.co/kwaLRKYDGs
5/26/2022 21:29,The huge Confederate flag in Virginia on Rt. 29 still haunts me. https://t.co/Kq7lMkDbfB @MasterpiecePub #America… https://t.co/IRphwDGmIf
5/26/2022 21:29,"RT @Jingjing_Li: The ""Chinaman"" label. #racism 

Remember the Essex lorry deaths in the UK in 2019? The media immediately jump in to peddle…"
5/26/2022 21:27,"No weapon formed against you shall prosper, God quenches every fiery arrow  your enemies throw at you!

even… https://t.co/bMilJMXeVq"
5/26/2022 21:26,"Don’t let #MAGA #Republicans off the hook for enabling #violence #racism #school #shooting 

--if you hit a paywall… https://t.co/i9xSWK33Ph"
5/26/2022 21:26,"@TheWizardofLawz @gunpolicy As was other legislation across the US, such as the FOID Act in IL, during the civil ri… https://t.co/WJYfvydJ9Z"
5/26/2022 21:26,Think it would have been different if it didn’t involve latino children. Think parents that looked different would… https://t.co/x9Jd7uSNQD
5/26/2022 21:24,"RT @SiljaJATalvi: The #Dutch government will now recognize cases of institutional #racism in taxation, making clear that the impact has bee…"
5/26/2022 21:23,Talk about institutionalized #racism... Can U say institutionalized #antiSemitism?  #Iraq can! https://t.co/rhsj4rNdZC
5/26/2022 21:23,"The #Dutch government will now recognize cases of institutional #racism in taxation, making clear that the impact h… https://t.co/jr4Fg0SsRI"
5/26/2022 21:20,RT @DiversityMusing: What we think racism looks like in the hiring process... and what it actually looks like. Racism occurs at each decisi…
5/26/2022 21:20,"1/2:#Boehlertin/#EricBoehlert

@maxboot, your #republicanparty was and is a #conservative-#hategroup spewing… https://t.co/xSC36dtcps"
5/26/2022 21:18,"RT @NVNewsNow: Who we are...and why you should care!
A one minute read that is totally worth much more!

Read Here&gt;&gt; https://t.co/cjEnSXank…"
5/26/2022 21:15,"In response to white supremacist terror, anti-racist whites must generate horror not only at mass shootings, but at… https://t.co/5QE8wCKZIU"
5/26/2022 21:14,"RT @GSqueri: Malmö, Sweden, the exhibition ""Auschwitz. Not so long ago. Not so far away.""
Exhibitions of this kind should be organized all…"
5/26/2022 21:12,"Who we are...and why you should care!
A one minute read that is totally worth much more!

Read Here&gt;&gt;… https://t.co/WJA2ie8lc5"
5/26/2022 21:11,"RT @mark_melbin: #ScottyfromMarketing's final act:
""Scott Morrison instructed Border Force to reveal election day asylum boat arrival"".

#L…"
5/26/2022 21:10,"RT @UN_SPExperts: 📢Have your say!

🔴The #UN Special Rapporteur on #racism wants your input🔴

❗️Send your submission for her 2022 report on…"
5/26/2022 21:08,"Senate #Republicans block bill requiring agencies to monitor #domesticterrorism
https://t.co/3VbWhMh1SE
#USA… https://t.co/vSTfdLHL2T"
5/26/2022 21:08,"—meanwhile, the white #homegrown terrorist on his latest mission from #FauxNews. (#BlackLivesMatter  #abolishICE #Racism)"
5/26/2022 21:08,"#ScottyfromMarketing's final act:
""Scott Morrison instructed Border Force to reveal election day asylum boat arriva… https://t.co/GM8mloHL2i"
5/26/2022 21:07,"@PMSimferopol @mfa_russia that is so cool!!!! when i scored %100 on my United States of America, CAHSEE exams, i wa… https://t.co/KDKFAN0GwF"
5/26/2022 21:07,Washington kindergarteners asked to ‘identify racist family members’ - #news #racism #racist #crt #school… https://t.co/3HJunulQ7G
5/26/2022 21:05,I’d appreciate it if everyone (especially #Black #men &amp; #women) take a look at this video. It illustrates the… https://t.co/vaayCda33F
5/26/2022 21:03,RT @Copr18th: Shameless @CitImmCanada going to an extent of delaying PR cards to keep families #separated #ImmigrationMatters #Canada #Raci…
5/26/2022 21:00,RT @DiversityMusing: What we think racism looks like in the hiring process... and what it actually looks like. Racism occurs at each decisi…
5/26/2022 21:00,RT @PHenri51: @MayorofLondon …..Hey #SelfObsessedBoy..talking about condemning #RACISM..Have you UNEQUIVOCALLY CONDEMNED those UBIQUITOUS #…
5/26/2022 20:56,RT @STVASTG: Nothing more needs to be said. Who thinks justice won't be appropriately served for the Kyle Rittenhouse case? What punishment…
5/26/2022 20:55,"RT @GaryRayBetz: ""The angry White populist who paved the way for Trump. George Wallace and Donald Trump sounded remarkably similar themes d…"
5/26/2022 20:55,Tomorrow morning we will be presenting ‘virtually’ (through a video) our @IJCS_journal paper about #racism in… https://t.co/NcVheHBLeE
5/26/2022 20:54,The world is almost at a tipping point in 7 years it will not have the same face. Human greed and hate will ravage… https://t.co/bVxxUz9Omj
5/26/2022 20:54,"Just more facts to fight the fiction.

 #racism #ReplacementTheory 
https://t.co/HQJUUacDKW"
5/26/2022 20:53,RT @DiversityMusing: What we think racism looks like in the hiring process... and what it actually looks like. Racism occurs at each decisi…
5/26/2022 20:53,RT @STVASTG: Nothing more needs to be said. Who thinks justice won't be appropriately served for the Kyle Rittenhouse case? What punishment…
5/26/2022 20:51,What we think racism looks like in the hiring process... and what it actually looks like. Racism occurs at each dec… https://t.co/dql4zfmfIk
5/26/2022 20:48,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 20:47,"RT @GaryRayBetz: ""The angry White populist who paved the way for Trump. George Wallace and Donald Trump sounded remarkably similar themes d…"
5/26/2022 20:45,"RT @GaryRayBetz: ""The angry White populist who paved the way for Trump. George Wallace and Donald Trump sounded remarkably similar themes d…"
5/26/2022 20:45,I can understand @KerryNBC trying to get parents to share their thoughts on the police response. What Kerry doesn't… https://t.co/leAYFWehxF
5/26/2022 20:45,"RT @kk131066: It hurts to realize that you've wasted so much time believing a lie

#UkraineWar the root cause
https://t.co/wANadzc8hW
https…"
5/26/2022 20:43,"""Was it done deliberately to stir up trouble? Or are there just so many diversity hires at the #WashingtonPost that… https://t.co/SfJa8dOIxV"
5/26/2022 20:43,"RT @expendablemudge: Never forget the role of #RacismInTech in the #BuffaloMassacre.
ALGORITHMS OF OPPRESSION details #racism in #BigTech &amp;…"
5/26/2022 20:43,"RT @TransPrideScot: Follow @bayohjustice @justice4sheku @aameranwar

#blacklivesmatter #blacktranslivesmatter #shekubayohinquiry #shekubayo…"
5/26/2022 20:42,"So now we get a glimpse of why #Uvalde police refused to go into #RobbElementary
 #racism Even though a majority Hi… https://t.co/ql8Yr5hI3a"
5/26/2022 20:42,#Karl_Marx Hated #Black People - Yet #BLM &amp; #Woke #Hypocrites Won't #Cancel or... https://t.co/D3CXvHCiSM via… https://t.co/JMFPF83Pbd
5/26/2022 20:41,📖- See all the chapters in my IG Account. 💯 📠. ✊🏾 #WhiteWomanTears #CathyBarry #FilterQueen #NeverGoodEnough… https://t.co/w9zSxph2Uz
5/26/2022 20:36,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 20:36,"@nwparsons For very long, I've considered #Police a necessary evil.  We have grown familiar with their improprietie… https://t.co/nbLuLOyXhv"
5/26/2022 20:35,"RT @dsachin727: @dhruv_rathee OH ANTI-INDIA funded pet

Why didn't u posted a thread
On #racism happened with Asian &amp; Africans
When 🇺🇦 army…"
5/26/2022 20:35,"I was just cleaning up one of my Social Media accounts when I saw that someone called me a ""Liberal White Supremaci… https://t.co/hcaJ12u36x"
5/26/2022 20:33,"Will you take up Taika's challenge to unteach racism across #Aotearoa? 
The #UnteachRacism website and app are load… https://t.co/ZLUwDZZ3En"
5/26/2022 20:32,"RT @JahadRahman1: Yes, systemic racism is real and we all need to fight to end it. Report finds racial injustice in maternity care. #equali…"
5/26/2022 20:32,"Yes, systemic racism is real and we all need to fight to end it. Report finds racial injustice in maternity care.… https://t.co/QyDfVvvIfl"
5/26/2022 20:31,"RT @PHRIresearch: 📢June 1st, 4-6 pm ET
Anti-#Muslim Sentiment in Healthcare Symposium
hybrid; register online
https://t.co/xk4oz5WWA9
#Isla…"
5/26/2022 20:25,If diminishing the second amendment is on the table can we also discuss the first amendment &amp; it’s protections of r… https://t.co/Z3EGVZTyue
5/26/2022 20:23,"RT @TransPrideScot: Follow @bayohjustice @justice4sheku @aameranwar

#blacklivesmatter #blacktranslivesmatter #shekubayohinquiry #shekubayo…"
5/26/2022 20:23,RT @Area72ENT: @a72_genetics @dsleyton @KSTiLLS @untilfreedom @WNEMTV5news @ABC7 @ABC12WJRT @MIAttyGen @GovWhitmer @LtGovGilchrist @wearepu…
5/26/2022 20:19,"RT @TransPrideScot: Follow @bayohjustice @justice4sheku @aameranwar

#blacklivesmatter #blacktranslivesmatter #shekubayohinquiry #shekubayo…"
5/26/2022 20:17,It's been a while but our Zerlina hasn't stopped saying stupid things since she accused #BernieSanders of #racism f… https://t.co/juU4OLAyMb
5/26/2022 20:17,"@Phil_Free_ @ChrisLynnHedges I love Alice Walker! 👍🌿

#Racism 
#BlackLivesMatter"
5/26/2022 20:15,"RT @CaroleNovielli: Pro-abortion vandals attack a Black congregation. Where is outcry? 

Graffiti included messages like “Girls just want t…"
5/26/2022 20:14,"RT @expendablemudge: Never forget the role of #RacismInTech in the #BuffaloMassacre.
ALGORITHMS OF OPPRESSION details #racism in #BigTech &amp;…"
5/26/2022 20:14,@FIFAcom @FIFAWorldCup #Apartheid #Israeliapartheid #BDS vs #Racism and #Smearers worldwide tactic of the… https://t.co/ikHSvMlmJa
5/26/2022 20:12,RT @STVASTG: Nothing more needs to be said. Who thinks justice won't be appropriately served for the Kyle Rittenhouse case? What punishment…
5/26/2022 20:11,"RT @VoiceOfIslamUK: #Racism and the rise of the black lives matter movement, in particular the wave of social media posts following the dea…"
5/26/2022 20:06,"RT @CaroleNovielli: Pro-abortion vandals attack a Black congregation. Where is outcry? 

Graffiti included messages like “Girls just want t…"
5/26/2022 20:06,"@happyoye True, but #Casteism is worst form of #racism 

Casteism starts before birth and continues till generation… https://t.co/FD73v6mULk"
5/26/2022 20:05,RT @SilkyDen: #Islamophobia to #Racism to supporting #Israel on erasure of #Palestine..#TexasSchoolMassacre won't end with #GunControl they…
5/26/2022 20:05,"Pro-abortion vandals attack a Black congregation. Where is outcry? 

Graffiti included messages like “Girls just wa… https://t.co/JNVjYGHgYX"
5/26/2022 20:05,We need to go beyond the institutional hypocrisy of Reconciliation Week and start addressing the racism in our law… https://t.co/2XjW2EMzFW
5/26/2022 20:04,"Casual Racism - 10 Signs That Will Shock You - #racial #racism #hate, #h... https://t.co/nXTVwY8svV via @YouTube"
5/26/2022 20:02,RT @taliaabooth: racist guy gets what he deserves #racism #racist #fighting #fights #boyfight #schoolfights #schoolfight #fight #streetfigh…
5/26/2022 20:01,The latest #Uvalde press conference only proved we need #GunControlNow and we need to  #BanAssaultWeapons. If you t… https://t.co/o2AKEIvV1N
5/26/2022 19:59,A must-read piece from Anna Bawden &amp; @LexyTopping on women of color in the UK dealing with workplace #racism. A rep… https://t.co/rumnFVKGLF
5/26/2022 19:59,"I just had a meeting with Somali parents from  @MulberryAS
Really disappointing to hear about the negative experien… https://t.co/N1mZGeBBmA"
5/26/2022 19:58,"This is amazing, he’s saying the quite part out loud. https://t.co/qzVhKfY9B0 #CRT #CriticalRaceTheory… https://t.co/CcXpJpqTPR"
5/26/2022 19:57,"RT @AuthorMichael57: 2.99 ""Davy’s #Dragon #Castle has a lot of depth around the issues of #race and #inclusion and is aimed squarely at an…"
5/26/2022 19:56,"RT @AuthorMichael57: 2.99 ""Davy’s #Dragon #Castle has a lot of depth around the issues of #race and #inclusion and is aimed squarely at an…"
5/26/2022 19:56,"RT @AuthorMichael57: 2.99 ""Davy’s #Dragon #Castle has a lot of depth around the issues of #race and #inclusion and is aimed squarely at an…"
5/26/2022 19:56,"RT @AuthorMichael57: 2.99 ""Davy’s #Dragon #Castle has a lot of depth around the issues of #race and #inclusion and is aimed squarely at an…"
5/26/2022 19:54,"@KelisReign The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes c… https://t.co/MuRDRnq7bT"
5/26/2022 19:54,"If this is legal, the law is racist. #auspol #racism #capitalism https://t.co/YTqzVh6NoQ"
5/26/2022 19:54,"@GeorgeMossey The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes… https://t.co/6aDKRpOHWD"
5/26/2022 19:54,"@Tracy_McMorgan The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal tak… https://t.co/stGgQ0K6Oi"
5/26/2022 19:54,"@fearless_617 The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes… https://t.co/8qWok2q4LP"
5/26/2022 19:53,"@JosephineCiano @TLC The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bila… https://t.co/wfzOvkPWkd"
5/26/2022 19:53,"@TheEruAnne The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes c… https://t.co/UFfk8P0RcR"
5/26/2022 19:53,"@nola_creole The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes… https://t.co/UQDli32vfg"
5/26/2022 19:53,"@Azucarcubanita The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal tak… https://t.co/F5HlxCprBD"
5/26/2022 19:53,"The #Racism in the ""punishment posting"" of Delhi IAS couple to Ladakh and Arunachal is two fold. One, racialization… https://t.co/2BwmbveNuf"
5/26/2022 19:53,"RT @Racelessness: How do we move forward? 
@SheenaMasonPhD
 breaks down how we stop racializing ourselves. This is an emotional journey, le…"
5/26/2022 19:52,"On 10 Oct 2012 and on 20 Dec 2017.
Though the courts rejected the accusations, Edeka management insisted on dismiss… https://t.co/FQV0NeSob4"
5/26/2022 19:52,"@jevoirlefutur The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal take… https://t.co/lZMjEtQlFD"
5/26/2022 19:52,"RT @Racelessness: How do we move forward? 
@SheenaMasonPhD
 breaks down how we stop racializing ourselves. This is an emotional journey, le…"
5/26/2022 19:52,"@astoldbyshanice The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal ta… https://t.co/4du0Joi1mL"
5/26/2022 19:52,"@eds_neck The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes car… https://t.co/Xql5nDhMom"
5/26/2022 19:51,"@Talknice2me22 The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal take… https://t.co/oYrfHJhDXI"
5/26/2022 19:51,"@AshUnapologetic The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal ta… https://t.co/6YYMFDSq0F"
5/26/2022 19:50,"@FlawLessKid The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal takes… https://t.co/4xvR6lLTdh"
5/26/2022 19:50,"@realitylivetwe1 The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal ta… https://t.co/U4JbruQDrO"
5/26/2022 19:50,"@trey_mcarthur The racism of #90DayFiance fans:
Angela abuses &amp; humiliates Michael for 6 years: Nothing.
Bilal take… https://t.co/jd9p9UJnVG"
5/26/2022 19:48,"Let’s keep it real here… they had the proper equipment to go in, they made a decision to not do so, why? 1 fucking… https://t.co/NSbxBM3vSn"
5/26/2022 19:48,"RT @mrsweary: When I was initially awarded unemployment, my former employer appealed it, however the state sided with me and my former empl…"
5/26/2022 19:47,RT @LarryNeufeldSK: Hate is on the rise in #Canada and we need to take action against it: ‘This will emerge again’: Communities organize to…
5/26/2022 19:46,"RT @a_zionist: Goldsmiths urges student union to ‘reconsider position’ on Hirsh antisemitism probe 

#Antisemitism is OK at @GoldsmithsUoL…"
5/26/2022 19:46,As the fear associated with #racism increases so does #gun ownership.  https://t.co/dRE25tnSUH
5/26/2022 19:45,When are #blacks and the black community going to stop holding up criminals like they are martyrs in the systematic… https://t.co/Mm46uXt2lL
5/26/2022 19:45,"RT @a_zionist: Goldsmiths urges student union to ‘reconsider position’ on Hirsh antisemitism probe 

#Antisemitism is OK at @GoldsmithsUoL…"
5/26/2022 19:45,"RT @kk131066: It hurts to realize that you've wasted so much time believing a lie

#UkraineWar the root cause
https://t.co/wANadzc8hW
https…"
5/26/2022 19:45,#Racism in Germany is part of everyday life - 🇩🇪 first National Discrimination and Racism report has found some sur… https://t.co/BCbOcTeYHl
5/26/2022 19:43,RT @deepgreendesign: Has @PierrePoilievre denounced the use of gallows symbology and Confederate flag symbology by right wing protestors?…
5/26/2022 19:43,"If black lives matter, why will no witnesses to the #shooting of #Sasha_Johnson https://t.co/zPf2zOYOR5 via… https://t.co/6Mke2ZsriI"
5/26/2022 19:43,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 19:42,"“Never let a good crisis go to waste”. 
Geez. So done here. Is this guy is stupid or what?😭🤡

Putting a criminal be… https://t.co/E4dRU9mfsY"
5/26/2022 19:40,"RT @dbsoaries: Are white religious, business and political leaders ever going to start teaching white people about their racial sins, their…"
5/26/2022 19:39,"@RachelReevesMP Shame Tory Sunak’s package of help vastly overshadowed anything .@UKLabour had to offer, Rachel?… https://t.co/tVLjottD6I"
5/26/2022 19:39,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 19:39,@twelvenot12 @DrTedJ Black GOPers that avoid discussing the impacts of racism in American history risk losing both… https://t.co/wxzuJQgIEs
5/26/2022 19:38,The #racism of today is #traumatic history that keeps repeating so that the unknown enslaved man killed for some in… https://t.co/6c8e5JFpvD
5/26/2022 19:36,"@TheAtlantic @Twitter could actually enforce their policies and stop #onlinehate, there are thousands of accounts u… https://t.co/iqQDM6eAKE"
5/26/2022 19:36,"RT @Racelessness: How do we move forward? 
@SheenaMasonPhD
 breaks down how we stop racializing ourselves. This is an emotional journey, le…"
5/26/2022 19:36,The day I understood racism - via @smedian_network #Racism #WhitePrivilege #BlackAndWhite #Privilege #LifeLessons https://t.co/G1ZMaZuyAC
5/26/2022 19:34,"When I was initially awarded unemployment, my former employer appealed it, however the state sided with me and my f… https://t.co/s6c5F0cFRZ"
5/26/2022 19:34,“Embrace the discomfort” Dr. Josée Lavoie advises. Fully explore the discomfort to address where it comes from. Thi… https://t.co/c55med61rL
5/26/2022 19:33,"RT @MPaige226914: #smh😧Just when I thought I couldn't be more ashamed that #Texas is part of #USA, I watched this pathetic excuse for a #Pr…"
5/26/2022 19:33,RT @CanPaedSociety: The I’m not a racist! I just made a mistake - having difficult conversations with colleagues seminar is about to start…
5/26/2022 19:32,"Meanwhile in Canada... 

Buddy's syrup in Delta, BC. 

#SystemicRacism 
#AuntJemima 
#Racism 
#Foodie https://t.co/PNRCgkjShT"
5/26/2022 19:32,"RT @JewishTelegraph: #Manchester, #Leeds, #Scotland and #Liverpool editions' front page 27.05.2022

Leeds Labour councillor who posted anti…"
5/26/2022 19:32,"How do we move forward? 
@SheenaMasonPhD
 breaks down how we stop racializing ourselves. This is an emotional journ… https://t.co/mm0IBsSCTA"
5/26/2022 19:32,"RT @BRAVENEWEUROPE1: Where there’s a will, there’s a way.

Nora Garcia Nieves – Europe Is at a Crossroads of Neoliberalism and What People…"
5/26/2022 19:30,"#smh😧Just when I thought I couldn't be more ashamed that #Texas is part of #USA, I watched this pathetic excuse for… https://t.co/rOzPLTGTkB"
